SUIT_1,RANK_1,SUIT_2,RANK_2,SUIT_3,RANK_3,SUIT_4,RANK_4,SUIT_5,RANK_5,Figura
corazones,K,diamantes,4,picas,2,treboles,7,treboles,1,no_hay_figura
diamantes,5,treboles,8,picas,Q,diamantes,9,corazones,2,no_hay_figura
picas,3,corazones,8,treboles,10,diamantes,2,diamantes,6,no_hay_figura
picas,J,picas,2,treboles,1,diamantes,5,diamantes,10,no_hay_figura
corazones,8,diamantes,4,treboles,8,corazones,9,picas,2,pareja
treboles,9,treboles,4,corazones,10,picas,Q,treboles,2,no_hay_figura
diamantes,J,treboles,6,picas,K,picas,8,picas,1,no_hay_figura
corazones,4,treboles,5,treboles,2,picas,7,treboles,1,no_hay_figura
treboles,7,picas,9,treboles,J,treboles,9,picas,5,pareja
corazones,9,corazones,Q,treboles,3,diamantes,K,picas,10,no_hay_figura
corazones,3,diamantes,6,treboles,7,diamantes,Q,diamantes,K,no_hay_figura
treboles,10,corazones,Q,picas,4,treboles,9,treboles,2,no_hay_figura
diamantes,1,diamantes,5,corazones,5,diamantes,10,treboles,1,doble_pareja
corazones,10,diamantes,J,diamantes,7,corazones,9,picas,6,no_hay_figura
treboles,6,diamantes,1,treboles,Q,picas,10,corazones,10,pareja
corazones,K,diamantes,9,treboles,8,picas,3,picas,1,no_hay_figura
picas,1,picas,4,diamantes,8,picas,J,corazones,2,no_hay_figura
corazones,8,corazones,4,corazones,3,treboles,9,corazones,K,no_hay_figura
corazones,8,treboles,1,picas,2,diamantes,2,picas,6,pareja
corazones,4,diamantes,Q,diamantes,1,diamantes,J,picas,4,pareja
treboles,3,treboles,K,treboles,6,corazones,J,picas,J,pareja
diamantes,6,picas,K,corazones,4,picas,2,treboles,4,pareja
picas,5,diamantes,2,picas,2,treboles,6,diamantes,7,pareja
treboles,9,diamantes,K,treboles,J,corazones,3,picas,2,no_hay_figura
picas,K,picas,10,corazones,9,diamantes,1,corazones,Q,no_hay_figura
treboles,4,picas,Q,picas,J,diamantes,K,diamantes,4,pareja
corazones,9,picas,Q,diamantes,Q,treboles,Q,corazones,6,trio
picas,10,diamantes,9,corazones,6,picas,1,treboles,5,no_hay_figura
corazones,5,treboles,6,picas,10,diamantes,Q,treboles,1,no_hay_figura
corazones,7,diamantes,9,treboles,8,treboles,10,corazones,10,pareja
treboles,7,diamantes,6,corazones,5,corazones,1,diamantes,1,pareja
treboles,7,treboles,4,picas,Q,diamantes,3,corazones,10,no_hay_figura
treboles,1,corazones,9,treboles,9,diamantes,K,picas,J,pareja
corazones,6,corazones,4,picas,2,picas,6,picas,1,pareja
treboles,K,corazones,K,treboles,Q,picas,10,corazones,8,pareja
diamantes,4,picas,K,corazones,7,diamantes,Q,treboles,8,no_hay_figura
treboles,2,picas,Q,corazones,1,diamantes,6,picas,10,no_hay_figura
diamantes,7,corazones,6,picas,7,picas,6,picas,2,doble_pareja
corazones,10,corazones,8,diamantes,6,picas,3,diamantes,8,pareja
treboles,5,treboles,8,picas,8,corazones,10,picas,1,pareja
corazones,3,diamantes,5,corazones,K,picas,6,treboles,6,pareja
picas,8,diamantes,5,treboles,Q,corazones,10,treboles,3,no_hay_figura
corazones,6,picas,6,diamantes,1,corazones,Q,treboles,10,pareja
diamantes,2,picas,1,corazones,3,corazones,2,treboles,8,pareja
picas,6,diamantes,2,corazones,K,corazones,J,picas,9,no_hay_figura
diamantes,10,treboles,8,corazones,6,corazones,7,picas,4,no_hay_figura
treboles,K,diamantes,J,treboles,10,diamantes,9,picas,Q,escalera
diamantes,10,corazones,6,picas,7,picas,J,picas,1,no_hay_figura
corazones,Q,corazones,9,diamantes,8,corazones,4,diamantes,9,pareja
treboles,5,corazones,10,treboles,3,treboles,1,picas,2,no_hay_figura
treboles,5,diamantes,Q,picas,7,treboles,3,diamantes,6,no_hay_figura
treboles,8,diamantes,9,corazones,2,diamantes,1,corazones,6,no_hay_figura
diamantes,1,diamantes,6,corazones,1,treboles,10,picas,10,doble_pareja
treboles,9,picas,6,treboles,2,treboles,K,corazones,Q,no_hay_figura
picas,4,treboles,8,corazones,9,diamantes,Q,treboles,6,no_hay_figura
treboles,4,treboles,9,picas,1,diamantes,3,diamantes,Q,no_hay_figura
corazones,4,picas,2,treboles,8,picas,8,diamantes,3,pareja
picas,2,picas,4,picas,8,picas,7,picas,5,color
treboles,5,corazones,1,corazones,2,diamantes,2,treboles,6,pareja
diamantes,9,treboles,8,treboles,K,diamantes,Q,corazones,4,no_hay_figura
diamantes,K,treboles,1,diamantes,J,treboles,K,picas,7,pareja
corazones,6,picas,J,treboles,1,diamantes,9,treboles,6,pareja
treboles,10,treboles,4,corazones,9,picas,J,corazones,2,no_hay_figura
treboles,J,corazones,1,picas,2,picas,K,picas,Q,no_hay_figura
picas,2,picas,6,diamantes,K,diamantes,9,treboles,4,no_hay_figura
corazones,10,corazones,6,diamantes,8,picas,7,treboles,K,no_hay_figura
diamantes,J,corazones,7,diamantes,8,corazones,6,treboles,7,pareja
picas,6,picas,3,picas,5,diamantes,Q,corazones,6,pareja
diamantes,1,treboles,J,picas,9,corazones,10,corazones,J,pareja
corazones,6,picas,J,diamantes,Q,treboles,9,picas,4,no_hay_figura
treboles,J,diamantes,J,picas,9,picas,7,picas,J,trio
diamantes,8,treboles,9,picas,8,diamantes,7,corazones,8,trio
corazones,1,diamantes,K,corazones,K,corazones,9,diamantes,2,pareja
treboles,8,diamantes,3,diamantes,8,corazones,5,picas,6,pareja
diamantes,K,picas,10,picas,4,treboles,2,corazones,7,no_hay_figura
treboles,8,picas,3,treboles,3,treboles,2,picas,6,pareja
treboles,Q,corazones,4,corazones,J,treboles,8,treboles,6,no_hay_figura
picas,1,diamantes,5,diamantes,1,diamantes,6,treboles,7,pareja
diamantes,9,treboles,K,picas,7,corazones,7,treboles,Q,pareja
treboles,4,diamantes,6,diamantes,2,diamantes,4,treboles,K,pareja
picas,J,treboles,K,diamantes,5,picas,1,corazones,K,pareja
treboles,2,corazones,3,corazones,6,treboles,7,corazones,4,no_hay_figura
treboles,5,corazones,K,treboles,8,corazones,3,picas,3,pareja
corazones,10,diamantes,3,corazones,7,treboles,9,treboles,7,pareja
treboles,8,picas,8,treboles,4,corazones,1,diamantes,3,pareja
treboles,1,diamantes,Q,corazones,8,treboles,8,corazones,Q,doble_pareja
diamantes,K,treboles,6,corazones,9,treboles,1,diamantes,4,no_hay_figura
corazones,9,treboles,K,corazones,10,corazones,6,treboles,7,no_hay_figura
corazones,5,diamantes,2,treboles,3,picas,6,corazones,J,no_hay_figura
corazones,K,corazones,6,corazones,J,diamantes,4,picas,5,no_hay_figura
diamantes,10,diamantes,K,corazones,7,picas,4,diamantes,8,no_hay_figura
diamantes,3,corazones,5,diamantes,9,treboles,Q,picas,7,no_hay_figura
picas,K,corazones,Q,diamantes,10,diamantes,9,picas,2,no_hay_figura
corazones,5,corazones,Q,picas,3,diamantes,2,treboles,3,pareja
corazones,5,diamantes,5,diamantes,K,corazones,2,corazones,Q,pareja
diamantes,4,corazones,10,corazones,3,corazones,2,treboles,5,no_hay_figura
diamantes,K,corazones,2,diamantes,10,picas,10,diamantes,9,pareja
picas,J,treboles,9,treboles,2,diamantes,5,corazones,8,no_hay_figura
corazones,K,corazones,2,picas,5,picas,1,treboles,4,no_hay_figura
treboles,Q,corazones,2,diamantes,1,diamantes,4,treboles,K,no_hay_figura
diamantes,4,corazones,6,picas,K,diamantes,3,picas,1,no_hay_figura
corazones,3,corazones,8,diamantes,Q,treboles,10,diamantes,J,no_hay_figura
diamantes,J,treboles,4,treboles,8,treboles,J,treboles,K,pareja
diamantes,K,treboles,10,treboles,8,corazones,6,diamantes,6,pareja
treboles,2,diamantes,6,picas,8,picas,J,treboles,7,no_hay_figura
treboles,9,diamantes,1,treboles,1,diamantes,5,picas,K,pareja
diamantes,9,corazones,Q,corazones,10,diamantes,3,treboles,8,no_hay_figura
picas,7,treboles,J,corazones,K,corazones,9,diamantes,K,pareja
diamantes,2,corazones,10,picas,5,treboles,7,picas,K,no_hay_figura
treboles,7,picas,J,diamantes,7,picas,3,picas,9,pareja
treboles,5,treboles,3,corazones,Q,diamantes,Q,corazones,3,doble_pareja
diamantes,1,treboles,7,treboles,Q,picas,1,treboles,8,pareja
diamantes,2,corazones,Q,treboles,J,diamantes,10,picas,J,pareja
corazones,6,diamantes,7,corazones,2,treboles,9,picas,8,no_hay_figura
diamantes,J,diamantes,2,treboles,7,picas,3,picas,7,pareja
picas,2,picas,1,diamantes,K,picas,K,corazones,10,pareja
corazones,3,corazones,8,treboles,Q,treboles,2,treboles,J,no_hay_figura
corazones,8,treboles,5,treboles,3,picas,5,treboles,6,pareja
diamantes,5,diamantes,10,corazones,2,diamantes,J,treboles,3,no_hay_figura
corazones,6,diamantes,J,corazones,4,corazones,2,corazones,J,pareja
picas,K,diamantes,9,picas,7,corazones,7,corazones,6,pareja
picas,4,treboles,5,diamantes,4,corazones,3,picas,J,pareja
picas,10,corazones,10,treboles,5,corazones,3,diamantes,7,pareja
treboles,8,diamantes,Q,corazones,5,treboles,9,treboles,3,no_hay_figura
treboles,6,diamantes,6,diamantes,Q,corazones,K,corazones,2,pareja
diamantes,3,diamantes,7,diamantes,1,treboles,4,corazones,Q,no_hay_figura
treboles,4,picas,2,corazones,3,treboles,Q,treboles,7,no_hay_figura
picas,Q,corazones,Q,treboles,8,picas,1,picas,6,pareja
diamantes,7,diamantes,Q,treboles,4,corazones,2,corazones,Q,pareja
treboles,8,treboles,J,picas,5,diamantes,K,diamantes,1,no_hay_figura
picas,Q,corazones,9,diamantes,1,treboles,K,picas,J,no_hay_figura
diamantes,1,treboles,K,treboles,10,picas,7,corazones,Q,no_hay_figura
treboles,10,diamantes,10,picas,8,picas,6,treboles,2,pareja
treboles,1,treboles,Q,corazones,6,corazones,10,treboles,4,no_hay_figura
treboles,K,picas,10,treboles,8,corazones,1,treboles,2,no_hay_figura
treboles,1,diamantes,1,picas,Q,picas,10,diamantes,5,pareja
corazones,9,treboles,3,diamantes,3,corazones,8,corazones,7,pareja
treboles,8,treboles,10,corazones,9,treboles,7,picas,5,no_hay_figura
corazones,7,treboles,3,treboles,1,corazones,3,diamantes,K,pareja
treboles,2,corazones,5,diamantes,K,corazones,6,treboles,4,no_hay_figura
picas,Q,diamantes,4,picas,4,treboles,3,corazones,Q,doble_pareja
picas,7,treboles,J,treboles,6,picas,K,diamantes,4,no_hay_figura
picas,4,diamantes,8,picas,Q,treboles,7,corazones,6,no_hay_figura
diamantes,K,picas,9,treboles,7,treboles,J,picas,6,no_hay_figura
corazones,4,picas,K,treboles,4,corazones,7,corazones,2,pareja
corazones,J,diamantes,5,corazones,K,picas,1,treboles,Q,no_hay_figura
corazones,4,picas,K,diamantes,9,corazones,3,picas,10,no_hay_figura
treboles,Q,diamantes,3,treboles,3,corazones,1,corazones,K,pareja
diamantes,6,corazones,7,picas,6,treboles,Q,treboles,3,pareja
treboles,9,corazones,K,diamantes,2,treboles,1,diamantes,6,no_hay_figura
picas,10,corazones,K,corazones,2,treboles,6,diamantes,3,no_hay_figura
treboles,2,corazones,Q,picas,5,corazones,J,corazones,8,no_hay_figura
picas,J,corazones,9,corazones,J,corazones,10,picas,4,pareja
corazones,K,picas,Q,diamantes,4,diamantes,5,corazones,J,no_hay_figura
diamantes,5,corazones,8,diamantes,J,corazones,10,treboles,3,no_hay_figura
corazones,J,diamantes,6,picas,1,diamantes,1,corazones,1,trio
corazones,10,diamantes,J,corazones,3,diamantes,K,picas,10,pareja
picas,10,picas,6,treboles,3,picas,7,picas,5,no_hay_figura
corazones,10,picas,8,treboles,3,corazones,K,diamantes,5,no_hay_figura
treboles,7,diamantes,2,treboles,6,corazones,5,picas,9,no_hay_figura
picas,K,picas,7,treboles,2,diamantes,2,corazones,8,pareja
corazones,10,diamantes,1,corazones,6,picas,2,diamantes,6,pareja
diamantes,2,picas,7,diamantes,7,treboles,9,corazones,1,pareja
picas,8,corazones,2,corazones,7,diamantes,10,picas,3,no_hay_figura
diamantes,6,diamantes,9,diamantes,5,picas,8,corazones,4,no_hay_figura
diamantes,J,treboles,4,treboles,10,diamantes,10,diamantes,K,pareja
diamantes,4,treboles,10,diamantes,6,corazones,2,picas,J,no_hay_figura
treboles,1,diamantes,K,picas,3,corazones,4,picas,7,no_hay_figura
picas,K,corazones,K,treboles,10,diamantes,9,picas,7,pareja
corazones,10,picas,4,corazones,5,picas,6,corazones,J,no_hay_figura
treboles,7,treboles,2,corazones,J,picas,4,treboles,3,no_hay_figura
corazones,2,corazones,9,diamantes,3,picas,6,treboles,7,no_hay_figura
treboles,1,diamantes,7,treboles,8,treboles,3,corazones,10,no_hay_figura
diamantes,K,corazones,2,corazones,5,corazones,J,diamantes,5,pareja
diamantes,8,picas,4,treboles,4,diamantes,2,diamantes,7,pareja
corazones,9,corazones,1,diamantes,7,picas,K,treboles,K,pareja
corazones,1,corazones,5,picas,8,treboles,4,treboles,3,no_hay_figura
picas,2,picas,K,picas,7,treboles,8,diamantes,2,pareja
corazones,5,picas,7,picas,8,diamantes,9,diamantes,5,pareja
treboles,10,picas,6,diamantes,3,corazones,10,corazones,6,doble_pareja
picas,K,corazones,8,diamantes,9,picas,10,picas,J,no_hay_figura
picas,9,diamantes,6,treboles,Q,diamantes,7,corazones,6,pareja
picas,3,diamantes,8,corazones,K,corazones,6,treboles,9,no_hay_figura
corazones,9,picas,5,diamantes,3,diamantes,5,corazones,7,pareja
diamantes,J,diamantes,3,diamantes,2,picas,4,diamantes,4,pareja
corazones,J,diamantes,1,treboles,6,corazones,10,treboles,9,no_hay_figura
corazones,J,corazones,K,diamantes,K,diamantes,J,diamantes,3,doble_pareja
picas,7,treboles,1,picas,10,corazones,4,diamantes,7,pareja
diamantes,3,treboles,7,corazones,6,diamantes,8,picas,5,no_hay_figura
treboles,5,diamantes,J,treboles,8,picas,10,picas,1,no_hay_figura
picas,K,corazones,7,diamantes,4,corazones,10,picas,9,no_hay_figura
diamantes,8,treboles,2,treboles,9,corazones,10,corazones,2,pareja
treboles,5,treboles,7,picas,2,corazones,7,diamantes,9,pareja
corazones,8,diamantes,3,treboles,Q,picas,3,treboles,7,pareja
diamantes,4,diamantes,7,corazones,Q,picas,Q,picas,3,pareja
treboles,3,picas,1,treboles,8,picas,2,diamantes,8,pareja
corazones,10,picas,5,diamantes,3,corazones,6,corazones,J,no_hay_figura
treboles,K,diamantes,1,diamantes,3,treboles,6,diamantes,10,no_hay_figura
treboles,4,treboles,3,picas,10,treboles,9,diamantes,1,no_hay_figura
treboles,10,picas,1,treboles,Q,picas,7,corazones,8,no_hay_figura
treboles,9,treboles,5,diamantes,6,diamantes,1,diamantes,3,no_hay_figura
diamantes,1,treboles,J,diamantes,Q,treboles,6,corazones,5,no_hay_figura
treboles,Q,picas,4,picas,Q,diamantes,9,corazones,J,pareja
picas,1,corazones,3,corazones,1,picas,10,treboles,4,pareja
corazones,7,diamantes,4,treboles,2,diamantes,K,diamantes,2,pareja
treboles,10,treboles,J,corazones,10,diamantes,6,corazones,Q,pareja
picas,9,picas,2,corazones,2,diamantes,10,corazones,5,pareja
treboles,5,picas,1,treboles,10,picas,3,corazones,6,no_hay_figura
picas,K,diamantes,8,corazones,5,picas,7,treboles,9,no_hay_figura
treboles,1,treboles,6,picas,7,corazones,J,picas,4,no_hay_figura
treboles,J,treboles,8,treboles,9,picas,9,picas,Q,pareja
corazones,J,diamantes,1,treboles,K,picas,9,treboles,5,no_hay_figura
diamantes,7,treboles,7,picas,9,diamantes,9,diamantes,4,doble_pareja
picas,5,treboles,2,corazones,K,picas,7,picas,J,no_hay_figura
picas,3,diamantes,6,picas,1,treboles,J,treboles,2,no_hay_figura
corazones,9,corazones,1,treboles,5,picas,2,treboles,1,pareja
diamantes,1,diamantes,3,treboles,1,treboles,Q,diamantes,8,pareja
diamantes,K,picas,1,corazones,3,picas,10,diamantes,2,no_hay_figura
corazones,5,diamantes,1,treboles,3,picas,3,corazones,2,pareja
treboles,Q,picas,1,diamantes,9,diamantes,6,corazones,5,no_hay_figura
corazones,7,diamantes,3,corazones,10,treboles,1,treboles,5,no_hay_figura
corazones,1,diamantes,9,diamantes,2,corazones,9,picas,8,pareja
picas,6,treboles,J,corazones,2,treboles,2,corazones,J,doble_pareja
treboles,2,diamantes,10,corazones,7,treboles,1,corazones,2,pareja
treboles,2,corazones,10,diamantes,6,corazones,7,picas,5,no_hay_figura
picas,2,corazones,7,diamantes,2,picas,6,corazones,K,pareja
diamantes,3,diamantes,6,diamantes,7,treboles,Q,picas,J,no_hay_figura
picas,J,picas,5,corazones,3,treboles,9,diamantes,8,no_hay_figura
corazones,J,picas,K,picas,1,diamantes,3,picas,8,no_hay_figura
treboles,10,corazones,1,diamantes,K,treboles,2,treboles,3,no_hay_figura
diamantes,3,treboles,K,corazones,Q,corazones,10,corazones,8,no_hay_figura
picas,9,diamantes,K,treboles,3,diamantes,6,diamantes,3,pareja
treboles,3,diamantes,10,diamantes,K,diamantes,6,diamantes,5,no_hay_figura
treboles,1,diamantes,9,picas,4,corazones,5,picas,8,no_hay_figura
treboles,1,diamantes,9,treboles,5,diamantes,J,picas,8,no_hay_figura
picas,Q,picas,1,treboles,2,diamantes,7,picas,J,no_hay_figura
treboles,7,diamantes,3,treboles,Q,picas,K,treboles,3,pareja
treboles,K,picas,Q,diamantes,8,corazones,6,treboles,7,no_hay_figura
corazones,Q,corazones,1,picas,K,picas,7,diamantes,J,no_hay_figura
treboles,Q,corazones,3,diamantes,2,picas,9,picas,6,no_hay_figura
treboles,2,picas,3,treboles,Q,picas,5,diamantes,10,no_hay_figura
picas,J,picas,1,corazones,4,diamantes,7,diamantes,10,no_hay_figura
corazones,6,diamantes,J,corazones,1,corazones,7,picas,7,pareja
corazones,3,picas,K,diamantes,10,treboles,7,diamantes,6,no_hay_figura
treboles,1,corazones,6,corazones,9,corazones,10,corazones,Q,no_hay_figura
picas,2,corazones,10,diamantes,7,corazones,3,treboles,5,no_hay_figura
treboles,4,treboles,K,diamantes,10,picas,9,corazones,2,no_hay_figura
picas,6,diamantes,5,corazones,4,picas,5,corazones,6,doble_pareja
corazones,9,diamantes,2,diamantes,J,corazones,5,corazones,Q,no_hay_figura
diamantes,5,corazones,3,diamantes,Q,diamantes,7,diamantes,K,no_hay_figura
treboles,4,treboles,8,picas,2,diamantes,5,picas,10,no_hay_figura
diamantes,J,diamantes,2,corazones,4,corazones,K,corazones,9,no_hay_figura
treboles,4,diamantes,6,diamantes,1,picas,Q,corazones,8,no_hay_figura
corazones,5,corazones,1,picas,3,diamantes,J,treboles,3,pareja
diamantes,9,picas,1,corazones,7,picas,K,corazones,10,no_hay_figura
diamantes,J,diamantes,2,treboles,2,diamantes,1,diamantes,K,pareja
diamantes,9,corazones,K,diamantes,10,treboles,2,diamantes,6,no_hay_figura
corazones,Q,diamantes,7,picas,2,diamantes,Q,diamantes,3,pareja
picas,J,diamantes,4,picas,4,diamantes,K,diamantes,9,pareja
treboles,5,corazones,K,corazones,1,picas,1,treboles,7,pareja
picas,4,treboles,1,picas,1,treboles,5,treboles,6,pareja
diamantes,J,picas,J,picas,K,treboles,7,treboles,5,pareja
corazones,10,picas,4,treboles,8,corazones,4,corazones,1,pareja
corazones,J,treboles,7,treboles,8,picas,K,treboles,6,no_hay_figura
diamantes,6,diamantes,J,corazones,10,diamantes,4,diamantes,1,no_hay_figura
diamantes,K,treboles,2,corazones,9,diamantes,6,treboles,4,no_hay_figura
picas,6,diamantes,Q,diamantes,1,picas,3,picas,2,no_hay_figura
picas,3,corazones,6,diamantes,2,treboles,7,picas,5,no_hay_figura
diamantes,4,picas,9,treboles,2,corazones,2,corazones,3,pareja
diamantes,9,diamantes,K,treboles,2,picas,4,corazones,K,pareja
diamantes,Q,treboles,K,treboles,10,treboles,3,treboles,2,no_hay_figura
treboles,J,picas,J,corazones,K,treboles,2,diamantes,K,doble_pareja
diamantes,7,corazones,2,treboles,K,picas,J,treboles,9,no_hay_figura
diamantes,4,corazones,4,corazones,3,corazones,2,corazones,7,pareja
corazones,4,treboles,K,treboles,4,treboles,10,corazones,2,pareja
corazones,6,diamantes,9,treboles,7,diamantes,1,picas,2,no_hay_figura
picas,8,treboles,7,corazones,9,corazones,10,diamantes,Q,no_hay_figura
corazones,2,diamantes,3,diamantes,Q,diamantes,K,diamantes,7,no_hay_figura
treboles,K,picas,2,diamantes,Q,diamantes,5,treboles,5,pareja
corazones,Q,picas,8,treboles,K,picas,K,picas,6,pareja
treboles,Q,corazones,1,diamantes,2,diamantes,J,diamantes,6,no_hay_figura
corazones,7,corazones,1,treboles,J,treboles,4,corazones,K,no_hay_figura
diamantes,2,treboles,3,corazones,8,treboles,9,diamantes,Q,no_hay_figura
picas,9,diamantes,10,picas,J,treboles,2,diamantes,J,pareja
treboles,5,corazones,3,treboles,10,treboles,7,corazones,9,no_hay_figura
picas,7,treboles,6,corazones,9,diamantes,4,corazones,3,no_hay_figura
diamantes,3,picas,1,picas,8,diamantes,4,treboles,J,no_hay_figura
picas,Q,picas,3,corazones,K,treboles,2,picas,5,no_hay_figura
diamantes,8,diamantes,6,corazones,2,diamantes,K,treboles,7,no_hay_figura
corazones,K,corazones,7,picas,6,picas,J,picas,10,no_hay_figura
corazones,3,corazones,4,treboles,K,corazones,K,diamantes,1,pareja
corazones,1,corazones,10,treboles,7,diamantes,3,corazones,4,no_hay_figura
picas,9,picas,Q,diamantes,8,picas,K,treboles,9,pareja
diamantes,9,corazones,4,corazones,7,corazones,2,corazones,3,no_hay_figura
diamantes,8,treboles,K,picas,1,diamantes,7,picas,2,no_hay_figura
picas,Q,diamantes,7,diamantes,5,treboles,5,corazones,3,pareja
diamantes,2,treboles,Q,diamantes,6,picas,6,treboles,2,doble_pareja
diamantes,9,diamantes,10,diamantes,4,picas,3,corazones,J,no_hay_figura
treboles,7,treboles,2,corazones,7,picas,K,treboles,5,pareja
diamantes,5,corazones,4,treboles,7,corazones,J,diamantes,2,no_hay_figura
corazones,2,treboles,6,corazones,3,corazones,1,treboles,7,no_hay_figura
picas,4,diamantes,1,corazones,Q,corazones,3,diamantes,J,no_hay_figura
diamantes,7,treboles,Q,picas,4,picas,Q,diamantes,Q,trio
corazones,2,treboles,10,treboles,3,corazones,Q,corazones,10,pareja
picas,2,treboles,K,treboles,Q,picas,Q,treboles,J,pareja
picas,K,diamantes,7,corazones,Q,picas,6,diamantes,10,no_hay_figura
diamantes,6,corazones,Q,picas,8,treboles,1,treboles,6,pareja
diamantes,9,diamantes,7,corazones,K,diamantes,8,treboles,K,pareja
corazones,3,diamantes,2,picas,3,diamantes,1,corazones,K,pareja
